"","sample","treename","in_final_tree","in_all_tree","in_internal_tree","type","dataType","inTopoConstraint","type2","reason"
"1186","MANYATE1",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","bad_quality"
"1187","ZFMK16803","Bitis_parviocula",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1188","CHUNB44834","Bothrocophias_hyoprora",TRUE,TRUE,FALSE,"rablab_sqcl2","genbank",FALSE,"new","bad_quality"
"1189","MZUCR_11152",NA,FALSE,FALSE,FALSE,"10.1016/j.ympev.2016.04.015",NA,FALSE,"published","roguenarok"
"1190","UMMZ_245086","Bothrops_atrox",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1191","UMMZ_245084","Bothrops_bilineatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1192","GRCOLLI22662","Bothrops_brazili",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1193","GRCOLLI21978","Bothrops_erythromelas",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1194","CHUNB49450","Bothrops_itapetiningae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1195","GRCOLLI22103","Bothrops_leucurus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1196","CHUNB52123","Bothrops_lutzi",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"1197","CHUNB53313","Bothrops_marmoratus",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1198","CHUNB52373","Bothrops_matogrossensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1199","UMMZ_244237_di_squa","Lucasium_squarrosum",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"1200","CHUNB52395","Bothrops_neuwiedi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1201","CHUNB52124","Bothrops_pauloensis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"1202","UMMZ_245085","Bothrops_taeniatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1203","UMMZ_244247_ne_levi","Nephrurus_levis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1204","I2_Crotalus_adamanteus_XXX",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"1205","UMMZ_199959","Crotalus_horridus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1206","RS142",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","bad_quality"
"1207","RAP0552","Hypnale_zara",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"1208","RAB_00321","Lachesis_muta",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1209","FMNH263429","Trimeresurus_sabahi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1210","RAP0453","Trimeresurus_trigonocephalus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"1211","MVZ_Herp_253952","Tropidolaemus_subannulatus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1212","UMMZ_245044","Ptychoglossus_brevifrontalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"1213","UMMZ_Bipes_canaliculatus","Bipes_canaliculatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"1214","KU220092","Xantusia_vigilis",TRUE,TRUE,FALSE,"syw001","genbank",FALSE,"published","not_placed"
"1215","FMNH_230073",NA,FALSE,FALSE,FALSE,"10.1016/j.ympev.2016.04.015",NA,FALSE,"published","bad_quality"
"1216","USNM576222","Monopeltis_guentheri",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"1217","WAMR168645","Aprasia_repens",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"1218","ZA_46400","Loxocemus_bicolor",TRUE,TRUE,FALSE,"10.1016/j.ympev.2016.04.015","genbank",FALSE,"published","not_placed"
